age,attrition,business_travel,daily_rate,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,salary,remote_work
19,No,Unknown,290.03550973654063,25,3,life sciences,1385,2,F,4,1, research scientist ,4,single,2342.59,6090.75,1,Unknown,12,3.0,4,Part Time,0,1.0,2,3.0,1,0,1,28111.13,Y
23,No,Unknown,290.03550973654063,1,2,Unknown,1386,4,M,3,1, research scientist ,3,Unknown,2342.59,6090.75,1,no,22,4.0,4,Part Time,1,1.0,2,3.0,1,0,1,28111.13,N
25,Yes,travel_frequently,115.34920634920636,32,1,Unknown,1387,3,M,1,1, sales representative ,4,single,93167.0,2422.33,1,yes,14,3.0,4,Unknown,0,1.0,4,3.0,1,1,0,1118004.0,Y
42,No,Unknown,244.7301587301588,34,4,medical,1388,2,F,4,2, research scientist ,2,married,1976.67,5139.33,6,yes,16,3.0,4,Part Time,0,18.0,2,3.0,1,0,0,23720.0,N
51,No,travel_frequently,292.8095238095238,6,2,medical,1389,2,F,2,1, laboratory technician ,3,single,2365.0,6149.0,0,Unknown,14,3.0,2,Full Time,0,8.0,6,2.0,7,7,7,28380.0,N
45,No,travel_frequently,1863.436507936508,25,3,medical,1390,2,F,3,5, manager ,2,Unknown,15050.83,39132.17,3,Unknown,22,4.0,3,Full Time,0,22.0,4,3.0,0,0,0,180610.0,N
27,No,Unknown,290.03550973654063,11,3,medical,1391,3,F,4,1, sales representative ,4,married,2342.59,6090.75,8,Unknown,14,3.0,2,Part Time,1,5.0,4,3.0,1,0,0,28111.13,Y
18,No,non_travel,166.21428571428572,1,3,Unknown,1392,4,F,3,1, laboratory technician ,4,single,1342.5,3490.5,1,Unknown,15,3.0,3,Part Time,0,0.0,5,4.0,0,0,0,16110.0,N
31,Yes,travel_frequently,290.03550973654063,2,3,Unknown,1393,3,F,2,1, sales representative ,4,single,2342.59,6090.75,7,no,14,3.0,3,Part Time,0,3.0,3,4.0,1,0,0,28111.13,Y
31,Yes,travel_frequently,290.03550973654063,1,4,life sciences,1394,2,F,1,1, sales representative ,3,single,2342.59,6090.75,1,Unknown,12,3.0,2,Part Time,0,Unknown,3,3.0,1,0,0,28111.13,N
31,Yes,travel_rarely,290.03550973654063,8,3,life sciences,1395,1,F,2,1, research scientist ,2,Unknown,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,0,Unknown,3,4.0,1,0,0,28111.13,N
27,No,travel_rarely,290.03550973654063,11,1,life sciences,1396,2,M,3,1, laboratory technician ,1,married,2342.59,6090.75,0,Unknown,14,3.0,2,Part Time,0,6.0,3,4.0,5,1,4,28111.13,N
39,Yes,Unknown,290.03550973654063,2,3,Unknown,1397,1,F,2,1, laboratory technician ,1,single,2342.59,6090.75,2,yes,23,4.0,2,Unknown,0,11.0,2,4.0,1,0,0,28111.13,Y
44,No,travel_frequently,491.936507936508,1,5,marketing,1398,1,F,3,2, sales executive ,3,married,3973.33,10330.67,7,Unknown,12,3.0,3,Part Time,1,11.0,4,2.0,1,0,0,47680.0,N
30,No,Unknown,131.44444444444446,25,3,Unknown,1399,25,M,3,1, research scientist ,3,Unknown,1061.67,2760.33,1,Unknown,13,3.0,2,Part Time,2,1.0,2,2.0,1,0,0,12740.0,N
35,No,travel_rarely,248.031746031746,26,1,life sciences,1400,4,M,3,1, sales representative ,3,Unknown,2003.33,5208.67,1,no,13,3.0,1,Part Time,1,1.0,3,3.0,1,0,0,24040.0,Y
24,Yes,travel_frequently,290.03550973654063,9,3,Unknown,1401,2,M,3,1, laboratory technician ,1,Unknown,2342.59,6090.75,2,Unknown,11,3.0,3,Part Time,0,Unknown,2,2.0,0,0,0,28111.13,N
24,No,Unknown,209.75396825396828,13,2,Unknown,1402,4,F,3,1, sales representative ,2,married,1694.17,4404.83,1,Unknown,13,3.0,3,Part Time,1,1.0,2,Unknown,1,0,0,20330.0,Y
28,Yes,Unknown,264.23015873015873,2,2,medical,1403,3,M,2,1, laboratory technician ,1,single,2134.17,5548.83,7,no,11,3.0,3,Part Time,0,8.0,2,2.0,0,0,0,25610.0,Y
28,No,travel_rarely,161.26190476190476,1,3,life sciences,1404,1,M,2,1, research scientist ,3,Unknown,1302.5,3386.5,1,Unknown,14,3.0,4,Part Time,1,1.0,2,1.0,1,0,0,15630.0,N
33,No,Unknown,659.0793650793651,8,5,Unknown,1405,4,M,3,2, healthcare representative ,3,Unknown,5323.33,13840.67,2,Unknown,17,3.0,1,Unknown,0,14.0,6,3.0,0,0,0,63879.96,Y
39,No,travel_rarely,864.1904761904763,6,3,Unknown,1406,2,F,3,3, manufacturing director ,2,single,6980.0,18148.0,4,Unknown,18,3.0,4,Part Time,0,9.0,3,3.0,2,2,2,83760.0,N
42,No,Unknown,499.468253968254,2,3,medical,1407,3,M,2,1, laboratory technician ,2,married,4034.17,10488.83,4,Unknown,14,3.0,2,Full Time,1,Unknown,3,Unknown,1,0,0,48410.0,Y
29,No,travel_rarely,290.03550973654063,9,3,Unknown,1408,3,M,4,1, research scientist ,3,married,2342.59,6090.75,6,no,18,3.0,1,Part Time,2,Unknown,2,2.0,1,0,0,28111.13,N
35,No,travel_rarely,290.03550973654063,1,3,Unknown,1409,4,M,2,1, laboratory technician ,1,Unknown,2342.59,6090.75,1,no,19,3.0,2,Part Time,0,Unknown,3,3.0,3,1,2,28111.13,N
35,Yes,travel_rarely,213.984126984127,14,3,Unknown,1410,14,F,3,1, laboratory technician ,1,Unknown,1728.33,4493.67,1,Unknown,12,3.0,4,Unknown,1,1.0,2,3.0,1,0,0,20739.96,Y
34,No,Unknown,306.63492063492066,13,4,medical,1411,13,M,3,1, research scientist ,4,single,2476.67,6439.33,1,Unknown,13,3.0,3,Full Time,0,Unknown,4,Unknown,1,0,0,29720.0,N
26,No,travel_rarely,290.03550973654063,3,3,Unknown,1412,1,F,3,1, research scientist ,4,Unknown,2342.59,6090.75,1,Unknown,21,4.0,1,Part Time,0,1.0,5,3.0,1,0,0,28111.13,Y
36,No,travel_rarely,703.1349206349207,1,4,life sciences,1413,2,F,3,2, sales executive ,3,single,5679.17,14765.83,6,no,13,3.0,1,Full Time,0,Unknown,5,3.0,1,0,0,68150.0,Y
50,No,Unknown,1973.9841269841268,24,3,marketing,1414,24,M,3,5, manager ,3,married,15943.72,41453.67,4,yes,16,3.0,3,Full Time,1,Unknown,2,3.0,1,0,0,191324.62,N
42,No,travel_rarely,1973.9841269841268,9,2,Unknown,1415,4,M,2,5, manager ,4,Unknown,15943.72,41453.67,8,no,22,4.0,4,Full Time,0,24.0,2,3.0,1,0,1,191324.62,N
35,No,Unknown,277.53968253968253,7,2,life sciences,1416,3,M,2,1, laboratory technician ,4,Unknown,2241.67,5828.33,1,no,18,3.0,4,Unknown,1,Unknown,5,2.0,1,0,1,26900.04,N
46,No,travel_rarely,1812.468253968254,1,4,life sciences,1417,4,M,4,4, manager ,1,Unknown,14639.17,38061.83,1,Unknown,15,3.0,2,Full Time,0,27.0,5,1.0,26,0,12,175670.0,N
18,Yes,travel_frequently,161.88095238095238,3,2,medical,1418,2,F,3,1, sales representative ,4,single,1307.5,3399.5,1,yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,0,0,15690.0,Y
29,No,Unknown,431.9920634920635,5,3,Unknown,1419,1,M,2,2, sales executive ,2,divorced,3489.17,9071.83,1,yes,13,3.0,2,Part Time,1,10.0,3,2.0,10,0,9,41870.0,Y
31,No,Unknown,556.2566609977324,5,4,life sciences,1420,1,F,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,no,11,3.0,1,Part Time,2,10.0,2,Unknown,10,0,2,53914.11,Y
41,No,travel_rarely,1032.4872861766066,23,2,Unknown,1421,4,M,3,3, sales executive ,3,single,8339.32,21682.23,3,Unknown,16,3.0,4,Part Time,0,21.0,2,3.0,2,0,2,100071.84,Y
38,No,travel_rarely,341.09523809523813,4,2,Unknown,1422,4,F,3,1, laboratory technician ,3,Unknown,2755.0,7163.0,7,Unknown,19,3.0,4,Full Time,1,7.0,5,Unknown,0,0,0,33060.0,Y
32,Yes,travel_rarely,143.72222222222223,2,4,life sciences,1423,4,M,3,1, laboratory technician ,2,single,1160.83,3018.17,1,no,12,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,13930.0,Y
60,No,Unknown,1122.8492063492065,1,4,Unknown,1424,3,M,1,3, healthcare representative ,4,divorced,9069.17,23579.83,3,no,20,4.0,3,Full Time,1,19.0,2,4.0,1,0,0,108830.0,N
24,Yes,Unknown,290.03550973654063,22,1,Unknown,1425,4,M,1,1, human resources ,3,married,2342.59,6090.75,1,no,11,3.0,3,Unknown,1,1.0,2,3.0,1,0,0,28111.08,Y
40,No,travel_rarely,556.2566609977324,8,2,life sciences,1426,2,F,3,2, manufacturing director ,1,Unknown,4492.84,11681.39,2,yes,16,3.0,2,Unknown,1,18.0,3,3.0,1,0,0,53914.11,Y
30,No,travel_rarely,295.2857142857143,21,1,Unknown,1427,2,M,3,1, research scientist ,4,married,2385.0,6201.0,1,no,12,3.0,2,Unknown,1,10.0,2,2.0,10,0,8,28620.0,Y
47,No,non_travel,556.2566609977324,2,4,marketing,1428,3,M,3,2, sales executive ,2,Unknown,4492.84,11681.39,7,no,11,3.0,4,Part Time,1,4.0,3,1.0,1,0,0,53914.11,Y
32,Yes,travel_rarely,694.8809523809524,1,2,Unknown,1429,1,M,1,2, sales executive ,2,single,5612.5,14592.5,6,Unknown,15,3.0,2,Full Time,0,10.0,2,3.0,0,0,0,67350.0,N
45,No,travel_rarely,1006.5714285714288,41,3,life sciences,1430,41,F,1,3, human resources ,3,married,8130.0,21138.0,4,Unknown,21,4.0,3,Unknown,2,9.0,2,4.0,5,0,3,97560.0,Y
34,No,Unknown,290.03550973654063,2,4,Unknown,1431,4,M,4,1, research scientist ,4,married,2342.59,6090.75,0,yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,1,2,28111.13,N
33,Yes,Unknown,1032.4872861766066,16,3,Unknown,1432,1,F,3,3, sales executive ,1,Unknown,8339.32,21682.23,2,yes,20,4.0,3,Part Time,0,Unknown,2,2.0,0,0,0,100071.84,Y
31,Yes,travel_rarely,1032.4872861766066,16,4,Unknown,1433,1,M,3,3, sales executive ,3,married,8339.32,21682.23,2,Unknown,13,3.0,1,Unknown,3,Unknown,2,3.0,1,0,0,100071.84,Y
29,No,travel_rarely,290.03550973654063,4,3,technical degree,1434,4,F,2,1, research scientist ,1,divorced,2342.59,6090.75,1,Unknown,13,3.0,3,Part Time,1,Unknown,2,3.0,1,0,0,28111.13,Y
30,No,Unknown,546.2063492063493,16,3,Unknown,1435,3,M,4,2, healthcare representative ,3,married,4411.67,11470.33,3,no,16,3.0,3,Part Time,1,10.0,3,3.0,7,1,7,52940.0,N
38,No,travel_rarely,556.2566609977324,18,3,medical,1436,2,M,1,2, healthcare representative ,4,married,4492.84,11681.39,3,Unknown,16,3.0,3,Part Time,1,Unknown,2,3.0,1,1,0,53914.11,Y
43,Yes,Unknown,251.43650793650792,17,3,technical degree,1437,3,M,2,1, research scientist ,3,Unknown,2030.83,5280.17,9,yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,0,0,24370.0,N
55,No,travel_rarely,1973.9841269841268,44,3,Unknown,1438,3,M,2,5, research director ,1,married,15943.72,41453.67,8,no,12,3.0,2,Full Time,3,34.0,2,3.0,1,0,0,191324.62,N
21,Yes,Unknown,290.03550973654063,7,1,marketing,1439,2,M,3,1, sales representative ,2,single,2342.59,6090.75,1,Unknown,13,3.0,2,Unknown,0,Unknown,3,3.0,1,1,0,28111.08,Y
22,Yes,travel_rarely,290.03550973654063,45,1,medical,1440,3,F,3,1, laboratory technician ,1,Unknown,2342.59,6090.75,1,yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,0,0,28111.13,Y
37,No,travel_rarely,420.0238095238095,8,2,other,1441,3,M,3,2, human resources ,2,divorced,3392.5,8820.5,2,no,13,3.0,3,Part Time,0,19.0,4,2.0,10,4,7,40710.0,Y
42,No,travel_rarely,556.2566609977324,13,3,Unknown,1442,2,M,4,2, healthcare representative ,1,married,4492.84,11681.39,5,no,18,3.0,3,Part Time,2,10.0,2,2.0,0,0,0,53914.11,N
18,No,Unknown,290.03550973654063,14,3,Unknown,1443,2,F,3,1, research scientist ,3,single,2342.59,6090.75,1,Unknown,16,3.0,3,Unknown,0,0.0,4,1.0,0,0,0,28111.08,Y
31,Yes,travel_rarely,304.984126984127,18,5,human resources,1444,4,M,4,1, human resources ,1,married,2463.33,6404.67,0,no,17,3.0,3,Full Time,0,2.0,4,3.0,1,0,0,29560.0,Y
36,No,travel_rarely,556.2566609977324,2,4,Unknown,1445,4,F,3,2, research scientist ,2,Unknown,4492.84,11681.39,4,yes,22,4.0,4,Unknown,1,Unknown,2,3.0,1,0,0,53914.11,Y
32,No,travel_frequently,479.5555555555556,10,4,marketing,1446,4,M,3,2, sales executive ,4,Unknown,3873.33,10070.67,8,Unknown,13,3.0,3,Part Time,0,Unknown,2,4.0,0,0,0,46480.0,Y
29,No,Unknown,556.2566609977324,29,1,life sciences,1447,4,M,1,2, healthcare representative ,3,divorced,4492.84,11681.39,8,no,17,3.0,4,Part Time,2,11.0,3,Unknown,7,1,6,53914.11,N
42,No,travel_rarely,290.03550973654063,8,3,Unknown,1448,4,M,3,1, laboratory technician ,3,Unknown,2342.59,6090.75,4,no,13,3.0,4,Part Time,0,Unknown,3,3.0,0,0,0,28111.13,Y
29,No,travel_rarely,289.3015873015873,6,1,Unknown,1449,4,M,2,1, human resources ,2,married,2336.67,6075.33,1,no,11,3.0,4,Part Time,0,Unknown,3,3.0,1,0,0,28040.0,Y
29,Yes,Unknown,251.6428571428572,24,2,Unknown,1450,4,M,2,1, research scientist ,4,Unknown,2032.5,5284.5,1,yes,24,3.0,2,Part Time,0,1.0,3,2.0,1,1,0,24390.0,N
28,No,travel_rarely,294.6666666666667,3,3,medical,1451,2,F,3,1, sales representative ,2,Unknown,2380.0,6188.0,1,no,19,3.0,4,Unknown,1,1.0,3,3.0,1,0,0,28560.0,Y
30,Yes,Unknown,290.03550973654063,9,3,Unknown,1452,2,M,3,1, sales representative ,4,Unknown,2342.59,6090.75,1,Unknown,13,3.0,3,Unknown,0,Unknown,3,2.0,1,0,0,28111.08,N
22,Yes,travel_rarely,290.03550973654063,7,1,life sciences,1453,4,M,3,1, research scientist ,2,single,2342.59,6090.75,1,Unknown,23,4.0,1,Unknown,0,1.0,2,3.0,1,0,0,28111.08,Y
26,No,Unknown,302.6111111111111,1,2,life sciences,1454,2,F,2,1, research scientist ,3,Unknown,2444.17,6354.83,1,yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,1,0,29330.0,N
44,No,travel_rarely,556.2566609977324,1,4,Unknown,1455,2,M,4,2, healthcare representative ,1,Unknown,4492.84,11681.39,2,Unknown,15,3.0,4,Part Time,1,10.0,5,3.0,2,2,2,53914.11,Y
29,Yes,travel_frequently,112.56349206349206,24,3,technical degree,1456,3,M,4,1, sales representative ,1,single,909.17,2363.83,1,no,17,3.0,4,Part Time,0,1.0,3,Unknown,1,0,0,10910.0,Y
28,Yes,travel_rarely,556.2566609977324,13,2,marketing,1457,4,F,3,2, sales executive ,3,Unknown,4492.84,11681.39,3,yes,11,3.0,4,Part Time,0,6.0,0,3.0,2,2,2,53914.11,Y
56,No,travel_rarely,556.2566609977324,11,5,Unknown,1458,4,F,2,2, sales executive ,1,married,4492.84,11681.39,4,Unknown,16,3.0,3,Part Time,1,Unknown,3,3.0,0,0,0,53914.11,Y
39,No,travel_rarely,531.452380952381,9,2,Unknown,1459,1,M,3,2, manufacturing director ,1,married,4292.5,11160.5,1,no,25,4.0,4,Part Time,1,10.0,3,3.0,10,7,9,51510.0,Y
58,No,Unknown,1582.7713464696226,21,3,Unknown,1460,4,F,3,4, manager ,4,Unknown,12783.92,33238.2,4,yes,13,3.0,3,Full Time,1,Unknown,2,2.0,1,0,0,153407.07,Y
42,No,travel_rarely,556.2566609977324,12,4,marketing,1461,2,M,3,2, sales executive ,4,divorced,4492.84,11681.39,3,Unknown,12,3.0,3,Part Time,2,14.0,4,3.0,0,0,0,53914.11,N
27,Yes,Unknown,295.3888888888889,22,3,Unknown,1462,1,F,2,1, human resources ,2,married,2385.83,6203.17,1,no,12,3.0,1,Full Time,0,Unknown,2,3.0,1,0,0,28630.0,N
38,No,travel_rarely,294.8730158730159,1,3,Unknown,1463,1,M,2,1, sales representative ,1,single,2381.67,6192.33,4,Unknown,14,3.0,1,Unknown,0,20.0,3,2.0,1,0,0,28580.04,Y
32,No,Unknown,556.2566609977324,5,4,life sciences,1464,4,M,2,2, manufacturing director ,4,Unknown,4492.84,11681.39,8,no,24,4.0,2,Part Time,0,Unknown,1,3.0,1,0,0,53914.11,Y
31,No,Unknown,116.484126984127,2,1,medical,1465,4,F,1,1, laboratory technician ,4,Unknown,940.833,2446.17,1,Unknown,11,3.0,3,Part Time,3,Unknown,4,3.0,1,0,0,11290.0,Y
25,No,travel_rarely,290.03550973654063,2,3,Unknown,1466,3,F,3,1, human resources ,2,Unknown,2342.59,6090.75,4,no,14,3.0,3,Part Time,0,6.0,3,3.0,2,1,2,28111.13,N
40,No,Unknown,290.03550973654063,44,4,Unknown,1467,1,M,3,1, laboratory technician ,4,married,2342.59,6090.75,8,no,19,3.0,3,Part Time,2,8.0,3,2.0,1,0,0,28111.13,Y
39,No,non_travel,2004.7857142857144,9,3,Unknown,1468,4,M,3,5, manager ,4,Unknown,16192.5,42100.5,2,Unknown,13,3.0,3,Full Time,0,Unknown,3,2.0,6,1,3,194310.0,N
23,Yes,Unknown,290.03550973654063,9,3,Unknown,1469,4,M,3,1, sales representative ,1,married,2342.59,6090.75,1,no,19,3.0,1,Unknown,1,Unknown,3,Unknown,1,1,0,28111.08,N
35,No,travel_rarely,1032.4872861766066,26,4,life sciences,1470,3,F,3,3, human resources ,4,single,8339.32,21682.23,1,yes,16,3.0,3,Part Time,0,Unknown,2,Unknown,9,1,7,100071.84,N
34,No,travel_rarely,238.12698412698413,7,2,technical degree,1471,2,M,3,1, sales representative ,3,Unknown,1923.33,5000.67,0,yes,25,4.0,2,Unknown,1,12.0,4,3.0,11,5,7,23080.0,Y
28,No,non_travel,221.2063492063492,16,3,medical,1472,3,M,3,1, research scientist ,3,single,1786.67,4645.33,1,no,14,3.0,3,Part Time,0,5.0,3,2.0,5,1,4,21440.0,N
29,No,Unknown,554.3571428571429,1,3,life sciences,1473,1,M,3,2, healthcare representative ,1,married,4477.5,11641.5,0,no,12,3.0,1,Part Time,1,6.0,5,2.0,5,0,2,53730.0,N
58,Yes,travel_rarely,1032.4872861766066,23,4,medical,1474,4,F,3,3, healthcare representative ,4,married,8339.32,21682.23,1,Unknown,12,3.0,4,Part Time,1,40.0,3,2.0,40,15,6,100071.84,Y
38,No,Unknown,1032.4872861766066,3,3,life sciences,1475,1,M,3,3, sales executive ,3,divorced,8339.32,21682.23,0,Unknown,12,3.0,3,Part Time,2,Unknown,6,2.0,16,5,13,100071.84,Y
29,No,travel_frequently,1032.4872861766066,1,1,Unknown,1476,2,F,3,3, sales executive ,4,married,8339.32,21682.23,1,Unknown,14,3.0,4,Part Time,1,11.0,5,3.0,11,4,1,100071.84,Y
55,No,travel_rarely,1964.9603174603176,1,3,medical,1477,4,M,3,5, manager ,1,single,15870.83,41264.17,0,Unknown,14,3.0,3,Unknown,0,37.0,2,3.0,36,4,13,190450.0,Y
41,No,Unknown,1652.34126984127,2,4,Unknown,1478,4,M,3,4, manager ,2,Unknown,13345.83,34699.17,1,Unknown,19,3.0,2,Full Time,0,Unknown,2,3.0,22,0,4,160150.0,Y
39,No,travel_rarely,991.8174603174604,1,3,Unknown,1479,3,M,4,3, healthcare representative ,4,Unknown,8010.83,20828.17,0,no,17,3.0,1,Unknown,3,19.0,5,2.0,18,3,7,96129.96,Y
38,No,Unknown,1187.5396825396826,15,2,life sciences,1480,3,M,2,3, research director ,4,Unknown,9591.67,24938.33,0,Unknown,14,3.0,2,Full Time,1,Unknown,3,3.0,11,2,9,115100.0,Y
43,No,Unknown,1582.7713464696226,12,3,Unknown,1481,1,M,2,4, research director ,2,Unknown,12783.92,33238.2,1,no,11,3.0,3,Unknown,1,Unknown,3,Unknown,25,3,9,153407.04,Y
31,No,Unknown,444.26984126984127,7,2,Unknown,1482,2,F,3,2, manufacturing director ,1,married,3588.33,9329.67,1,no,12,3.0,2,Part Time,1,13.0,5,1.0,13,3,12,43060.0,Y
50,No,travel_rarely,1758.7142857142858,29,4,life sciences,1483,2,M,2,4, manager ,3,married,14205.0,36933.0,0,no,15,3.0,2,Full Time,1,28.0,2,3.0,27,15,7,170460.0,Y
33,No,non_travel,290.03550973654063,8,1,life sciences,1484,2,F,2,1, sales representative ,4,Unknown,2342.59,6090.75,0,Unknown,19,3.0,4,Part Time,0,Unknown,2,2.0,2,2,2,28111.13,N
26,Yes,Unknown,210.6825396825397,2,3,life sciences,1485,1,M,3,1, research scientist ,1,married,1701.67,4424.33,6,Unknown,14,3.0,2,Unknown,1,6.0,2,3.0,3,1,2,20420.04,Y
38,No,travel_frequently,291.05555555555554,3,4,Unknown,1486,3,M,3,1, research scientist ,3,Unknown,2350.83,6112.17,3,no,16,3.0,1,Full Time,1,8.0,2,3.0,2,2,2,28210.0,N
46,No,Unknown,1973.9841269841268,1,4,medical,1487,4,M,3,5, research director ,4,Unknown,15943.72,41453.67,9,no,17,3.0,4,Unknown,2,23.0,0,3.0,2,2,2,191324.62,Y
21,No,Unknown,213.57142857142856,25,1,Unknown,1488,4,F,2,1, research scientist ,2,single,1725.0,4485.0,1,yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,20700.0,Y
31,No,travel_frequently,287.96031746031747,20,3,Unknown,1489,3,M,4,1, sales representative ,4,married,2325.83,6047.17,0,no,12,3.0,1,Part Time,1,3.0,4,3.0,2,2,2,27910.0,N
35,No,Unknown,556.2566609977324,11,2,marketing,1490,4,M,3,2, sales executive ,4,divorced,4492.84,11681.39,1,Unknown,11,3.0,4,Part Time,1,5.0,3,3.0,5,0,2,53914.11,Y
34,No,Unknown,556.2566609977324,2,2,Unknown,1491,4,M,3,2, manufacturing director ,3,single,4492.84,11681.39,2,no,11,3.0,4,Part Time,0,Unknown,3,Unknown,3,0,2,53914.11,Y
33,Yes,Unknown,848.5079365079365,9,4,Unknown,1492,1,F,3,2, sales executive ,1,single,6853.33,17818.67,0,Unknown,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,82240.0,Y
31,Yes,Unknown,269.2857142857143,15,3,medical,1493,3,M,3,1, laboratory technician ,3,Unknown,2175.0,5655.0,1,no,12,3.0,3,Part Time,1,Unknown,5,2.0,2,2,2,26100.0,N
37,No,travel_rarely,591.2936507936508,25,2,Unknown,1494,3,F,2,2, healthcare representative ,4,Unknown,4775.83,12417.17,7,no,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,57310.0,N
27,No,travel_rarely,261.96031746031747,6,3,Unknown,1495,4,M,2,1, research scientist ,3,married,2115.83,5501.17,1,no,13,3.0,3,Unknown,1,4.0,0,3.0,4,2,2,25389.96,N
35,No,travel_frequently,245.1428571428572,4,4,other,1496,4,M,2,1, laboratory technician ,4,married,1980.0,5148.0,1,Unknown,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,23760.0,Y
56,No,Unknown,1973.9841269841268,4,4,Unknown,1497,4,F,3,5, manager ,1,divorced,15943.72,41453.67,4,no,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,191324.62,N
45,No,Unknown,290.03550973654063,7,3,medical,1498,1,F,3,1, research scientist ,3,Unknown,2342.59,6090.75,4,yes,19,3.0,3,Part Time,1,Unknown,2,Unknown,3,0,2,28111.13,Y
43,No,travel_rarely,365.1349206349206,2,3,life sciences,1499,2,M,3,1, human resources ,4,Unknown,2949.17,7667.83,0,no,13,3.0,2,Full Time,0,Unknown,5,3.0,9,1,8,35390.0,Y
31,No,travel_rarely,564.1587301587302,29,4,marketing,1500,1,F,2,2, sales executive ,4,Unknown,4556.67,11847.33,1,Unknown,14,3.0,1,Full Time,2,Unknown,3,3.0,12,5,7,54680.0,Y
35,Yes,Unknown,599.7539682539682,27,3,Unknown,1501,3,M,3,2, sales executive ,4,Unknown,4844.17,12594.83,1,Unknown,18,3.0,4,Full Time,0,Unknown,2,3.0,10,7,7,58130.0,Y
35,No,non_travel,556.2566609977324,2,2,medical,1502,2,M,3,2, manufacturing director ,4,divorced,4492.84,11681.39,2,no,14,3.0,3,Part Time,1,15.0,6,3.0,7,1,7,53914.11,N
30,No,Unknown,997.3888888888888,47,3,medical,1503,47,F,3,3, manufacturing director ,3,single,8055.83,20945.17,9,no,14,3.0,2,Part Time,0,9.0,3,3.0,7,0,2,96670.0,N
46,Yes,travel_rarely,556.2566609977324,21,2,medical,1504,4,F,3,2, healthcare representative ,2,married,4492.84,11681.39,4,no,22,4.0,4,Part Time,1,13.0,2,4.0,9,3,7,53914.11,N
45,No,non_travel,531.7619047619048,48,4,Unknown,1505,48,F,3,2, sales executive ,3,married,4295.0,11167.0,4,Unknown,22,4.0,2,Unknown,2,10.0,3,4.0,8,5,7,51540.0,Y
43,No,travel_frequently,585.515873015873,2,4,life sciences,1506,1,M,3,2, sales executive ,4,married,4729.17,12295.83,1,Unknown,20,4.0,3,Unknown,1,7.0,5,3.0,7,7,7,56750.04,N
46,Yes,Unknown,754.6190476190477,10,3,life sciences,1507,3,F,3,3, sales executive ,2,Unknown,6095.0,15847.0,5,Unknown,21,4.0,3,Part Time,3,14.0,2,3.0,8,0,7,73140.0,N
40,No,travel_rarely,1582.7713464696226,1,4,Unknown,1508,1,M,3,4, manager ,1,Unknown,12783.92,33238.2,2,Unknown,11,3.0,1,Full Time,1,22.0,3,Unknown,19,11,16,153407.07,Y
27,No,travel_rarely,556.2566609977324,2,2,Unknown,1509,1,F,4,2, sales executive ,3,single,4492.84,11681.39,0,no,14,3.0,2,Part Time,0,9.0,5,2.0,8,0,7,53914.11,Y
42,No,Unknown,1032.4872861766066,6,3,medical,1510,3,M,3,3, research director ,1,married,8339.32,21682.23,9,no,13,3.0,2,Unknown,1,18.0,3,4.0,13,5,7,100071.84,N
26,No,travel_frequently,290.03550973654063,6,3,other,1511,3,M,4,1, laboratory technician ,4,married,2342.59,6090.75,0,no,18,3.0,1,Part Time,1,8.0,3,3.0,7,7,7,28111.13,Y
28,No,travel_frequently,556.2566609977324,1,2,life sciences,1512,3,M,2,2, sales executive ,4,married,4492.84,11681.39,1,Unknown,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,53914.11,Y
31,No,travel_rarely,290.03550973654063,5,4,Unknown,1513,3,M,3,1, research scientist ,4,married,2342.59,6090.75,0,Unknown,12,3.0,3,Part Time,1,Unknown,4,3.0,5,0,3,28111.13,Y
31,No,travel_rarely,661.3492063492064,2,3,human resources,1514,1,M,2,2, human resources ,1,Unknown,5341.67,13888.33,3,no,12,3.0,4,Full Time,0,Unknown,1,3.0,2,1,0,64100.0,Y
31,No,Unknown,290.03550973654063,2,4,Unknown,1515,3,M,3,1, research scientist ,4,Unknown,2342.59,6090.75,0,Unknown,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,28111.13,Y
52,Yes,Unknown,509.78571428571433,8,4,medical,1516,3,M,2,2, research scientist ,2,Unknown,4117.5,10705.5,2,no,15,3.0,1,Part Time,0,11.0,3,2.0,8,7,7,49410.0,N
